"","species","island","cycle","site","landCover","variable","estimate","standardError","LCI","UCI","modelType","modelFormulation","AIC","K","totalModelRuntime"
"420","Trachylepis atlantica","Ilha do Meio",1,20,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"421","Trachylepis atlantica","Ilha do Meio",1,21,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"422","Trachylepis atlantica","Ilha do Meio",1,22,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"423","Trachylepis atlantica","Ilha do Meio",1,23,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"424","Trachylepis atlantica","Ilha do Meio",1,24,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"425","Trachylepis atlantica","Ilha do Meio",1,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"426","Trachylepis atlantica","Ilha do Meio",1,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"427","Trachylepis atlantica","Ilha do Meio",1,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"428","Trachylepis atlantica","Ilha do Meio",1,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"429","Trachylepis atlantica","Ilha do Meio",1,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"430","Trachylepis atlantica","Ilha do Meio",1,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"431","Trachylepis atlantica","Ilha do Meio",1,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"432","Trachylepis atlantica","Ilha do Meio",1,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"433","Trachylepis atlantica","Ilha do Meio",1,33,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"434","Trachylepis atlantica","Ilha do Meio",1,34,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"435","Trachylepis atlantica","Ilha do Meio",1,35,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"436","Trachylepis atlantica","Ilha do Meio",1,36,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"437","Trachylepis atlantica","Ilha do Meio",1,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"438","Trachylepis atlantica","Ilha do Meio",1,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"439","Trachylepis atlantica","Ilha do Meio",1,39,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"440","Trachylepis atlantica","Ilha do Meio",1,40,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"441","Trachylepis atlantica","Ilha do Meio",2,1,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"442","Trachylepis atlantica","Ilha do Meio",2,2,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"443","Trachylepis atlantica","Ilha do Meio",2,3,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"444","Trachylepis atlantica","Ilha do Meio",2,4,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"445","Trachylepis atlantica","Ilha do Meio",2,5,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"446","Trachylepis atlantica","Ilha do Meio",2,6,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"447","Trachylepis atlantica","Ilha do Meio",2,7,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"448","Trachylepis atlantica","Ilha do Meio",2,8,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"449","Trachylepis atlantica","Ilha do Meio",2,9,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"450","Trachylepis atlantica","Ilha do Meio",2,10,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"451","Trachylepis atlantica","Ilha do Meio",2,11,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"452","Trachylepis atlantica","Ilha do Meio",2,12,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"453","Trachylepis atlantica","Ilha do Meio",2,13,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"454","Trachylepis atlantica","Ilha do Meio",2,14,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"455","Trachylepis atlantica","Ilha do Meio",2,15,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"456","Trachylepis atlantica","Ilha do Meio",2,16,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"457","Trachylepis atlantica","Ilha do Meio",2,17,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"458","Trachylepis atlantica","Ilha do Meio",2,18,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"459","Trachylepis atlantica","Ilha do Meio",2,19,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"460","Trachylepis atlantica","Ilha do Meio",2,20,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"461","Trachylepis atlantica","Ilha do Meio",2,21,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"462","Trachylepis atlantica","Ilha do Meio",2,22,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"463","Trachylepis atlantica","Ilha do Meio",2,23,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"464","Trachylepis atlantica","Ilha do Meio",2,24,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"465","Trachylepis atlantica","Ilha do Meio",2,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"466","Trachylepis atlantica","Ilha do Meio",2,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"467","Trachylepis atlantica","Ilha do Meio",2,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"468","Trachylepis atlantica","Ilha do Meio",2,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"469","Trachylepis atlantica","Ilha do Meio",2,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"470","Trachylepis atlantica","Ilha do Meio",2,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"471","Trachylepis atlantica","Ilha do Meio",2,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"472","Trachylepis atlantica","Ilha do Meio",2,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"473","Trachylepis atlantica","Ilha do Meio",2,33,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"474","Trachylepis atlantica","Ilha do Meio",2,34,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"475","Trachylepis atlantica","Ilha do Meio",2,35,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"476","Trachylepis atlantica","Ilha do Meio",2,36,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"477","Trachylepis atlantica","Ilha do Meio",2,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"478","Trachylepis atlantica","Ilha do Meio",2,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"479","Trachylepis atlantica","Ilha do Meio",2,39,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"480","Trachylepis atlantica","Ilha do Meio",2,40,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"481","Trachylepis atlantica","Ilha do Meio",4,1,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"482","Trachylepis atlantica","Ilha do Meio",4,2,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"483","Trachylepis atlantica","Ilha do Meio",4,3,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"484","Trachylepis atlantica","Ilha do Meio",4,4,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"485","Trachylepis atlantica","Ilha do Meio",4,5,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"486","Trachylepis atlantica","Ilha do Meio",4,6,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"487","Trachylepis atlantica","Ilha do Meio",4,7,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"488","Trachylepis atlantica","Ilha do Meio",4,8,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"489","Trachylepis atlantica","Ilha do Meio",4,9,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"490","Trachylepis atlantica","Ilha do Meio",4,10,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"491","Trachylepis atlantica","Ilha do Meio",4,11,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"492","Trachylepis atlantica","Ilha do Meio",4,12,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"493","Trachylepis atlantica","Ilha do Meio",4,13,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"494","Trachylepis atlantica","Ilha do Meio",4,14,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"495","Trachylepis atlantica","Ilha do Meio",4,15,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"496","Trachylepis atlantica","Ilha do Meio",4,16,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"497","Trachylepis atlantica","Ilha do Meio",4,17,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"498","Trachylepis atlantica","Ilha do Meio",4,18,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"499","Trachylepis atlantica","Ilha do Meio",4,19,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"500","Trachylepis atlantica","Ilha do Meio",4,20,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"501","Trachylepis atlantica","Ilha do Meio",4,21,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"502","Trachylepis atlantica","Ilha do Meio",4,22,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"503","Trachylepis atlantica","Ilha do Meio",4,23,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"504","Trachylepis atlantica","Ilha do Meio",4,24,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"505","Trachylepis atlantica","Ilha do Meio",4,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"506","Trachylepis atlantica","Ilha do Meio",4,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"507","Trachylepis atlantica","Ilha do Meio",4,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"508","Trachylepis atlantica","Ilha do Meio",4,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"509","Trachylepis atlantica","Ilha do Meio",4,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"510","Trachylepis atlantica","Ilha do Meio",4,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"511","Trachylepis atlantica","Ilha do Meio",4,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"512","Trachylepis atlantica","Ilha do Meio",4,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"513","Trachylepis atlantica","Ilha do Meio",4,33,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"514","Trachylepis atlantica","Ilha do Meio",4,34,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"515","Trachylepis atlantica","Ilha do Meio",4,35,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"516","Trachylepis atlantica","Ilha do Meio",4,36,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"517","Trachylepis atlantica","Ilha do Meio",4,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"518","Trachylepis atlantica","Ilha do Meio",4,38,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"519","Trachylepis atlantica","Ilha do Meio",4,39,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"520","Trachylepis atlantica","Ilha do Meio",4,40,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"521","Trachylepis atlantica","Ilha do Meio",4.1,1,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"522","Trachylepis atlantica","Ilha do Meio",4.1,2,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"523","Trachylepis atlantica","Ilha do Meio",4.1,3,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"524","Trachylepis atlantica","Ilha do Meio",4.1,4,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"525","Trachylepis atlantica","Ilha do Meio",4.1,5,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"526","Trachylepis atlantica","Ilha do Meio",4.1,6,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"527","Trachylepis atlantica","Ilha do Meio",4.1,7,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"528","Trachylepis atlantica","Ilha do Meio",4.1,8,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"529","Trachylepis atlantica","Ilha do Meio",4.1,9,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"530","Trachylepis atlantica","Ilha do Meio",4.1,10,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"531","Trachylepis atlantica","Ilha do Meio",4.1,11,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"532","Trachylepis atlantica","Ilha do Meio",4.1,12,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"533","Trachylepis atlantica","Ilha do Meio",4.1,13,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"534","Trachylepis atlantica","Ilha do Meio",4.1,14,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"535","Trachylepis atlantica","Ilha do Meio",4.1,15,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"536","Trachylepis atlantica","Ilha do Meio",4.1,16,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"537","Trachylepis atlantica","Ilha do Meio",4.1,17,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"538","Trachylepis atlantica","Ilha do Meio",4.1,18,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"539","Trachylepis atlantica","Ilha do Meio",4.1,19,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"540","Trachylepis atlantica","Ilha do Meio",4.1,20,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"541","Trachylepis atlantica","Ilha do Meio",4.1,21,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"542","Trachylepis atlantica","Ilha do Meio",4.1,22,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"543","Trachylepis atlantica","Ilha do Meio",4.1,23,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"544","Trachylepis atlantica","Ilha do Meio",4.1,24,"treed","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"545","Trachylepis atlantica","Ilha do Meio",4.1,25,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"546","Trachylepis atlantica","Ilha do Meio",4.1,26,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"547","Trachylepis atlantica","Ilha do Meio",4.1,27,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"548","Trachylepis atlantica","Ilha do Meio",4.1,28,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"549","Trachylepis atlantica","Ilha do Meio",4.1,29,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"550","Trachylepis atlantica","Ilha do Meio",4.1,30,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"551","Trachylepis atlantica","Ilha do Meio",4.1,31,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"552","Trachylepis atlantica","Ilha do Meio",4.1,32,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"553","Trachylepis atlantica","Ilha do Meio",4.1,33,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"554","Trachylepis atlantica","Ilha do Meio",4.1,34,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"555","Trachylepis atlantica","Ilha do Meio",4.1,35,"bushy","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"556","Trachylepis atlantica","Ilha do Meio",4.1,36,"semi-open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"557","Trachylepis atlantica","Ilha do Meio",4.1,37,"open","immigration",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
